name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"ASUS - Gaming Laptop - 15.6"" 144 Hz IPS-type - Intel Core i7-8750H - NVIDIA GeForce RTX 2070 - 16 GB RAM - 512 GB SSD - RGB Keyboard - Windows 10 - ROG Strix Scar II (GL504GW-DS74)","1,636.99",ASUS,ROG Strix Scar II,GL504GW-DS74,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"15.6"""
"XPC ASUS ROG Strix G GL731GU Gamer Notebook (Intel i7-9750H, 16GB RAM, 1TB NVMe SSD, NVIDIA GeForce GTX 1660 Ti 6GB, 17.3"" FHD IPS 144Hz 3ms, Windows 10 Home) Gaming Laptop Computer","1,635.99",ASUS,ASUS ROG STRIX G,GL731GU-RB74,4,Windows 10 Home,Intel Core i7 9th Gen,9750H (2.60 GHz),8-core Processor,,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"Lenovo ThinkPad X390 13.3"" Full HD i7-10510U 16GB 512GB SSD Windows 10 Pro","1,634.72",,,,4,,,,,,,,,"13.3"""
"Lenovo ThinkPad X390 13.3"" Full HD i7-10510U 16GB 512GB SSD Windows 10 Pro","1,634.72",,,,4,,,,,,,,,"13.3"""
Eluktronics P640RE Premium Gaming Laptop PC - Intel Core i7-6700HQ Quad Core Windows 10 Home 3GB 970M GTX GDDR5 14.0” Full HD IPS Anti-Glare Display 128GB Eluktro Pro Performance SSD 32GB DDR4 RAM,"1,631.95",,Eluktro Pro,P640RE,5,Windows 10 Home,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,128 GB,32 GB,NVIDIA GeForce GTX 970M,3 GB,"14.0"""
"ASUS FX503VD-EH73 15.6” FHD Powerful Gaming Laptop, Intel Core i7-7700HQ Quad-Core 2.8GHz Processor, GTX 1050 4GB, 128GB SSD + 1TB HDD, 8GB DDR4, Windows 10 Home","1,622.00",ASUS,,FX503VD-EH73,4,Windows 10 Home 64-Bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,1 TB HDD + 128 GB SSD,8 GB DDR4,NVIDIA GeForce GTX 1050,4 GB,"15.6"""
"Refurbished: Razer Blade Pro 17"" 4K Touchscreen Gaming Laptop i7-7820HK 32GB 512GB GTX 1080","1,621.99",,,,4,,,,,,,,,"17.0"""
"Open Box: ASUS ROG Strix SCAR II GL504GS-DH76, 15.6"" 144 Hz 3 ms IPS Slim Bezel Display, GeForce GTX 1070 8 GB, Intel Core i7-8750H (up to 3.9 GHz), 512 GB PCIe NVMe M.2 SSD, 16 GB DDR4, RGB Keyboard","1,600.00",ASUS,ROG Strix SCAR II,GL504GS-DH76,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"""
"Acer Predator Helios 300 PH315-52-72EV 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","1,599.99",Acer,Predator Helios 300,PH315-52-72EV,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"MSI GP Series GP65 Leopard 9SF-240 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2070 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,599.00",MSI,GP Series,GP65 Leopard 9SF-240,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"15.6"""
"Alienware M15 15.6"" Gaming Laptop i7-8750H 16GB 512GB SSD 1TB HHD W10 RTX 2060","1,564.74",,,,1,,,,,,,,,"15.6"""
"ASUS ROG GL504GS-DS74 Strix SCAR II Gaming Laptop, 15.6"" 144 Hz IPS-Type Slim Bezel Display, GTX 1070 8 GB, Intel Core i7-8750H Processor (up to 3.9 GHz), 256 GB PCIe SSD + 1 TB SSHD, 16 GB DDR4","1,561.99",ASUS,ROG Strix SCAR II,GL504GS-DS74,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB SSHD + 256 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"""
"MSI GP Series GP65 9SD-285CA Leopard 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,560.97",MSI,GP Series,GP65 9SD-285CA Leopard,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Lenovo Legion Y540-15IRH 81SX0006US 15.6"" Gaming Notebook - 1920 x 1080 - Core i7 i7-9750H - 16 GB RAM - 1 TB HDD - 512 GB SSD - Black - Windows 10 Pro 64-bit - NVIDIA GeForce RTX 2060 with 6 GB","1,552.36",Lenovo,,,4,Windows 10 Pro,Intel Core i7,2.60 GHz,,,16 GB,,,"15.6"""
"ASUS - Gaming Laptop - 15.6"" FHD IPS-type 144 Hz G-Sync, Intel Core i7-8750H (up to 3.9 GHz), NVIDIA GTX 1080, 16 GB DDR4 RAM, 512 GB SSD, Windows 10, ROG Zephyrus GX501 (GX501GI-XS74)","1,550.99",ASUS,ROG Zephyrus,GX501GI-XS74,3,Windows 10 Pro 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1080,8 GB,"15.6"""
"Newest Dell Alienware 17.3"" FHD IPS High Performance Gaming Laptop(16G DDR4 Memory/256G SSD M.2+1TB HDD)  |Intel Core i7-8750H Six-Core |NVIDIA GeForce GTX1060 |Backlit Keyboard | Windows 10","1,549.99",Dell,Alienware 17,,4,Windows 10 Home,Intel Core i7 8th Gen,,6-core Processor,256GB SSD + 1TB HDD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"17.3"""
"Lenovo Legion Y740 81UH0006US 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop","1,549.99",Lenovo,Legion Y740,81UH0006US,4,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,1 TB 7200 RPM HDD + 256 GB M.2 NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"Acer Helios 300 PH317-51-7578 17.3"" GTX 1060 6 GB VRAM i7-7700HQ 16 GB Memory 128 GB SSD + 1 TB HDD Windows 10 Home VR Ready Gaming Laptop - ONLY @ NEWEGG","1,549.95",Acer,Predator Helios 300,PH317-51-7578,4,Windows 10 Home 64-Bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,1 TB HDD + 128 GB SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"17.3"""
"Acer Helios 300 PH317-51-7578 17.3"" GTX 1060 6 GB VRAM i7-7700HQ 16 GB Memory 128 GB SSD + 1 TB HDD Windows 10 Home VR Ready Gaming Laptop - ONLY @ NEWEGG","1,549.95",Acer,Predator Helios 300,PH317-51-7578,4,Windows 10 Home 64-Bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,1 TB HDD + 128 GB SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"17.3"""
"Open Box: ASUS ROG Strix SCAR II Gaming Laptop, 17.3"" 144 Hz IPS-Type Full HD, NVIDIA GeForce RTX 2070 8 GB, Intel Core i7-8750H Processor, 16 GB DDR4 RAM, 512 GB PCIe SSD, RGB KB, Windows 10 - GL704GW-PS74","1,544.99",ASUS,ROG Strix SCAR II,GL704GW-PS74,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2070,8 GB,"17.3"""
"Lenovo ThinkPad P1 20QT0023US 15.6"" Mobile Laptop i7-9750H 16GB 512GB SSD W10P","1,541.83",,,,4,,,,,,,,,"15.6"""
"XPC MSI GF65 THIN Gamer Notebook EVO Plus (Intel 9th Gen i5-9300H, 8GB RAM, 2TB NVMe SSD, NVIDIA GTX 1660 Ti 6GB, 15.6"" Full HD 120Hz 3ms, Windows 10) VR Ready Gaming Laptop","1,539.00",XOTIC PC,GF65 THIN,GF65 THIN 9SD-008,4,Windows 10 Home,Intel Core i5 9th Gen,9300H (2.40 GHz),Quad-core Processor,,8 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Lenovo ThinkPad X390 13.3"" FHD Touchscreen Laptop i7-10510U 8GB 512GB SSD W10P","1,537.66",,,,4,,,,,,,,,"13.3"""
"MSI GE63 Raider RGB-010 Gaming Laptop GTX 1070 8 GB i7-8750H 15.6"" Windows 10 Home 64-Bit","1,529.99",MSI,GE Series,GE63 Raider RGB-010,4,Windows 10 Home 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"""
"MSI GE63 Raider RGB-010 Gaming Laptop GTX 1070 8 GB i7-8750H 15.6"" Windows 10 Home 64-Bit","1,529.99",MSI,GE Series,GE63 Raider RGB-010,4,Windows 10 Home 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"""
"Open Box: ASUS ROG Strix SCAR II Gaming Laptop, 17.3"" 144 Hz IPS-Type Full HD, NVIDIA GeForce RTX 2060 6 GB, Intel Core i7-8750H, 16 GB DDR4 RAM, 512 GB PCIe SSD, RGB KB, Windows 10 - GL704GV-DS74","1,529.99",ASUS,ROG Strix Scar II,GL704GV-DS74,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
Eluktronics P950ER Premium Thin & Light VR Ready Gaming Laptop - Intel i7-8750H Six Core CPU W10 Home 8GB GDDR5 NVIDIA GeForce GTX 1070 Max-Q 15.6” Full HD 60Hz 256GB PCIe SSD + 8GB DDR4 RAM,"1,529.95",Eluktronics,Eluktro Pro-X,P950ER,5,Windows 10 Home,Intel Core i7 8th Gen,8750H (2.20 GHz),Six-core Processor,,8 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"""
"Open Box: ASUS ROG Zephyrus M GM501GM-WS74 15.6"" Ultra Slim 144 Hz IPS-Type G-SYNC Panel GTX 1060 6 GB VRAM i7-8750H 16 GB Memory 256 GB PCIe SSD + 1 TB SSHD Windows 10 Home VR Ready Gaming Laptop","1,520.00",ASUS,ROG Zephyrus M,GM501GM-WS74,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB SSHD + 256 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"Acer Predator Helios 300 PH317-53-7777 Gaming Notebooks - 17.3"" FHD 144 Hz IPS, Intel Core i7-9750H 2.60 GHz, NVIDIA GeForce GTX 1660 Ti, 16 GB DDR4 Memory, 512 GB SSD, Windows 10 Home","1,516.11",Acer,Predator Helios 300,PH317-53-7777,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB PCIe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"Dell G7 17 7790 17.3"" Gaming Laptop i7-9750H 16GB 512GB SSD W10H GTX 1660 Ti","1,514.00",DELL,G Series,7790,4,Windows 10,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,512 GB,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"MSI GF75 17.3"" Gaming Laptop Intel Core i7-9750H 8GB RAM 256GB SSD 120Hz GTX 1050 Ti Aluminum Black","1,511.95",,,,,,,,,,,,,No
"MSI GF75 17.3"" Gaming Laptop Intel Core i7-9750H 8GB RAM 256GB SSD 120Hz GTX 1050 Ti Aluminum Black","1,511.95",,,,,,,,,,,,,No
"ASUS TUF Gaming Laptop, 17.3"" Full HD IPS-Type, AMD Ryzen 7 R7-3750H, GeForce GTX 1660 Ti, 16 GB DDR4, 256 GB PCIe SSD + 1 TB HDD, Gigabit Wi-Fi 5, Windows 10 Home, TUF705DU-RB74","1,509.99",ASUS,TUF Gaming,TUF705DU-RB74,,Windows 10 Home 64-bit,AMD Ryzen 7 2nd Gen,3750H (2.30 GHz),Quad-core Processor,1 TB 5400 RPM HDD + 256 GB M.2 PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"XPC MSI GF65 THIN Gamer Notebook (Intel 9th Gen i5-9300H, 64GB RAM, 2TB NVMe SSD, NVIDIA GTX 1660 Ti 6GB, 15.6"" Full HD 120Hz 3ms, Windows 10) VR Ready Gaming Laptop","1,509.00",XOTIC PC,GF65 THIN,GF65 THIN 9SD-008,,Windows 10 Home,Intel Core i5 9th Gen,9300H (2.40 GHz),Quad-core Processor,,64 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Lenovo Legion Y720 80VR001BUS 15.6"" FHD GTX 1060 6 GB VRAM i7-7700HQ 16 GB Memory 1 TB HDD + 128 GB SSD Windows 10 Home VR Ready Gaming Laptop","1,508.00",Lenovo,Legion Y720-15IKB,80VR001BUS,4,Windows 10 Home 64-bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,1 TB HDD + 128 GB SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"Newest Flagship*Acer Predator Helios Gaming Laptop( Intel 6-Core i7-9750H,16GB DDR4 ,1T SSD+1TB HDD)|15.6 FHD Widescreen IPS display 144Hz Refresh Rate|NVDIA GTX 1660Ti 6GB| Backlit KB | VR-Ready","1,499.99",Acer,Predator Helios,,,Windows 10 Home,Intel Core i7 9th Gen,,6-core Processor,,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
ASUS ROG STRIX G GAMING LAPTOP 17.3 LCD 8GB RAM 512GB SSD GL731GT-RB73 BLACK,"1,499.99",,,,,,,,,,,,,"17.3"""
"ASUS N550JX-DS71T 15.6"" IPS 4th Generation Intel Core i7 4720HQ (2.60 GHz) NVIDIA GeForce GTX 950M 8 GB Memory 1 TB HDD Windows 8.1 64-Bit Laptop","1,499.95",ASUS,,N550JX-DS71T,3,Windows 8.1 64-Bit,4th Generation Intel Core i7,4720HQ (2.60 GHz),Quad-core Processor,1 TB,8 GB,NVIDIA GeForce GTX 950M,2 GB,"15.6"""
Eluktronics N970TF Desktop Powered CPU Gaming Laptop - Intel i3-9100 Quad Core Processor Win 10 Home 8GB GDDR6 NVIDIA GeForce RTX 2070 17.3” Full HD 144Hz Display 256GB Performance SSD 12GB DDR4 RAM,"1,499.95",Eluktronics,Eluktro Pro-X,N970TF,,Windows 10 Home,Intel Core i3,3.60 GHz,Quad-core Processor,,12 GB,NVIDIA GeForce RTX 2070,8 GB,"17.3"""
"DELL Latitude 7400 YVMWD 14"" FHD Laptop i7-8665U 16GB 256GB SSD W10P","1,499.00",,,,,,,,,,,,,"14.0"""
"ASUS ROG GX531GM-DH74 15.6"" 144 Hz Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","1,499.00",ASUS,ROG,GX531GM-DH74,5,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"HIDevolution ASUS Zephyrus M GM501GM 15.6” FHD 144Hz, 2.2 GHz i7-8750H, GTX 1060, 16GB DDR4/2666MHz RAM, PCIe 256GB SSD + 1TB SSHD, Authorized Performance Upgrades & Warranty","1,499.00",ASUS,ROG Zephyrus M,GM501GM-WS74,2,Windows 10 Home,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,256 GB PCIe SSD + 1 TB SSHD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"DELL Latitude 5491 14"" FHD Laptop i5-8400H 8GB 256GB SSD W10","1,484.58",,,,,,,,,,,,,"14.0"""
"Lenovo ThinkPad P53s 15.6"" Laptop i7-8665U 16GB 256GB SSD W10P Quadro P520","1,480.70",,,,,,,,,,,,,"15.6"""
"Open Box: Razer Blade RZ09-01652E21 14.0"" 60 Hz IPS Intel Core i7 6th Gen 6700HQ (2.60 GHz) NVIDIA GeForce GTX 970M 16 GB Memory 256 GB M.2 PCIe SSD Windows 10 Home Gaming Laptop","1,479.99",Razer,Blade,RZ09-01652E21,,Windows 10 Home,Intel Core i7 6th Gen,6700HQ (2.60 GHz),Quad-core Processor,256 GB M.2 PCIe SSD,16 GB,NVIDIA GeForce GTX 970M,,"14.0"""
"ASUS ROG Strix III G GL531GU-WB74 15.6"" 120 Hz Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB PCIe SSD Windows 10 Home 64-bit Gaming Laptop","1,459.98",ASUS,ROG Strix III G,GL531GU-WB74,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB PCIe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"DELL i7577-7289BLK 15.6"" 4K/UHD GTX 1060 6 GB VRAM i7-7700HQ 16 GB Memory 1 TB HDD + 512 GB SSD Windows 10 Home Gaming Laptop","1,449.99",DELL,,i7577-7289BLK,5,Windows 10 Home 64-Bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,1 TB HDD + 512 GB SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"" 4K/UHD"
"MSI GP Series GP65 Leopard 9SD-226 15.6"" 144 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,449.00",MSI,GP Series,GP65 Leopard 9SD-226,,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Acer Predator Helios 300 PH315-51-74V4 15.6"" 144 Hz FHD IPS GTX 1060 6 GB VRAM i7-8750H 16 GB Memory 1 TB HDD + 256 GB SSD Windows 10 Home Gaming Laptop","1,449.00",Acer,Predator Helios 300,PH315-51-74V4,4,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 256 GB PCIe NVMe SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"HP Spectre x360 - 15t 7FQ49AV Home and Business Laptop (Intel i7-8565U 4-Core, 16GB RAM, 512GB SSD, 15.6"" Touch  4K UHD (3840x2160), NVIDIA GeForce MX150, Fingerprint, Wifi, Bluetooth, Win 10 Home)","1,449.00",HP,Spectre x360 - 15t,,,Windows 10 Home,Intel Core i7 8th Gen,1.80 GHz,,,16 GB,NVIDIA GeForce MX150,,"15.6"""
"HP EliteBook 840 G6 14"" TouchScreen Laptop i5-8365U 8GB 256GB SSD Windows 10 Pro","1,440.24",,,,,,,,,,,,,"14.0"""
"Refurbished: HP OMEN 17-AN130CA 17.3"" IPS Intel Core i7 8th Gen 8750H (2.20 GHz) NVIDIA GeForce GTX 1070 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-bit Gaming Laptop","1,439.99",HP,OMEN,17-AN130CA,,Windows 10 Home 64-bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1070,8 GB,"17.3"""
"Lenovo Y50 Touch (59426255) 15.6"" Intel Core i7 4th Gen 4700HQ (2.40 GHz) NVIDIA GeForce GTX 860M 8 GB Memory 8 GB SSD 1 TB HDD Windows 8.1 64-Bit Gaming Laptop","1,427.00",Lenovo,,Y50 Touch (59426255),3,Windows 8.1 64-Bit,Intel Core i7 4th Gen,4700HQ (2.40 GHz),Quad-core Processor,1TB + 8GB SSHD,8 GB,NVIDIA GeForce GTX 860M,2 GB,"15.6"""
"ASUS TUF Gaming TUF505DU-KB71 Essential (AMD Ryzen 7 3750H, 32GB RAM, 2TB NVMe SSD + 1TB SSHD, NVIDIA GTX1660Ti 6GB, 15.6"" Full HD, Windows 10) Gaming Laptop","1,407.00",ASUS,TUF Gaming TUF505,TUF505DU-KB71,,Windows 10 Home,AMD Ryzen 7 2nd Gen,3750H (2.30 GHz),Quad-core Processor,,32 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"15.6"""
"Acer - Gaming Laptop - 15.6"" FHD IPS, Intel Core i7-7700HQ (2.80 GHz), NVIDIA GeForce GTX 1060 6 GB, 16 GB RAM, 512 GB SSD, Windows 10 Home, Predator Triton 700 (PT715-51-761M)","1,399.99",Acer,Predator Triton 700,PT715-51-761M,5,Windows 10 Home 64-Bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,512 GB SSD (2 x 256 GB SSD in RAID 0),16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"OMEN by HP 15.6-inch Gaming Laptop w/ 144Hz Micro-Edge Display, Intel i7-8750H Hexa Core, GeForce GTX 1070 Max-Q 8GB GDDR5, 16GB 2666MHz RAM, 1TB HDD & 16GB Intel PCIe Optane Memory, Windows 10 Pro","1,399.95",HP,,OMEN 15t,4,Windows 10 Pro,Intel Core i7 8th Gen,8750H (2.20 GHz),Six-core Processor,,16 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"""
"OMEN by HP 15.6-inch Gaming Laptop w/ 144Hz Micro-Edge Display, Intel i7-8750H Hexa Core, GeForce GTX 1070 Max-Q 8GB GDDR5, 16GB 2666MHz RAM, 1TB HDD & 16GB Intel PCIe Optane Memory, Windows 10 Pro","1,399.95",HP,,OMEN 15t,4,Windows 10 Pro,Intel Core i7 8th Gen,8750H (2.20 GHz),Six-core Processor,,16 GB,NVIDIA GeForce GTX 1070,8 GB,"15.6"""
Eluktronics N970TF Desktop Powered CPU Gaming Laptop - Intel G5400 Dual Core Processor Win 10 Home 8GB GDDR6 NVIDIA GeForce RTX 2070 17.3” Full HD 144Hz Display 128GB PCIe NVMe SSD 8GB DDR4 RAM,"1,399.95",Eluktronics,Eluktro Pro-X,N970TF,3,Windows 10 Home,Intel Pentium Gold,3.70 GHz,Dual-core Processor,,8 GB,NVIDIA GeForce RTX 2070,8 GB,"17.3"""
"HIDevolution MSI GS65 8SE Stealth 15.6” FHD 144Hz | 2.2 GHz i7-8750H, RTX 2060, 16GB 2666MHz RAM, 512GB PCIe SSD | Authorized Performance Upgrades & Warranty","1,399.00",MSI,GS Series,GS65 8SE Stealth-1402,,Windows 10 Home,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,512 GB M.2 SATA,16 GB,NVIDIA GeForce RTX 2060,6 GB,"15.6"""
"MSI GL Series GL73 8SE-028 17.3"" 120 Hz Intel Core i5 8th Gen 8300H (2.30 GHz) NVIDIA GeForce RTX 2060 16 GB Memory 256 GB NVMe SSD Windows 10 Home 64-bit Gaming Laptop","1,399.00",MSI,GL Series,GL73 8SE-028,4,Windows 10 Home 64-bit,Intel Core i5 8th Gen,8300H (2.30 GHz),Quad-core Processor,256 GB NVMe SSD,16 GB,NVIDIA GeForce RTX 2060,6 GB,"17.3"""
Alienware AW17R5-7108SLV 17.3'' FHD IPS GTX 1060 6 GB VRAM i7-8750H 8 GB Memory 1 TB HDD + 256 GB SSD Windows 10 Home Gaming Laptop,"1,399.00",Alienware,17 R5,AW17R5-7108SLV,5,Windows 10 Home 64-Bit,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,1 TB HDD + 256 GB M.2 PCIe SSD,8 GB,NVIDIA GeForce GTX 1060,6 GB,"17.3"""
"Gigabyte AORUS 7 Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 8GB RAM, 256GB PCIe SSD + 1TB  HDD, 17.3"" Full HD (1920x1080), NVIDIA GTX 1650, Wifi, Bluetooth, Webcam, Win 10 Home)","1,399.00",GIGABYTE,AORUS 7,,5,Windows 10 Home,Intel Core i7 9th Gen,2.60 GHz,6-core Processor,,8 GB,NVIDIA GeForce GTX 1650,,"17.3"""
"MSI GL Series GL75 9SDK-057 17.3"" 120 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","1,399.00",MSI,GL Series,GL75 9SDK-057,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"MSI GL Series GL75 9SDK-057 17.3"" 120 Hz IPS Intel Core i7 9th Gen 9750H (2.60 GHz) NVIDIA GeForce GTX 1660 Ti 16 GB Memory 512 GB SSD Windows 10 Home 64-bit Gaming Laptop","1,399.00",MSI,GL Series,GL75 9SDK-057,5,Windows 10 Home 64-bit,Intel Core i7 9th Gen,9750H (2.60 GHz),6-core Processor,512 GB NVMe SSD,16 GB,NVIDIA GeForce GTX 1660 Ti,6 GB,"17.3"""
"ASUS TUF FX505DV Laptop Black (AMD Ryzen 7 3750H 4-Core, 16GB RAM, 512GB SSD, 15.6"" Full HD (1920x1080), NVIDIA RTX 2060, Wifi, Bluetooth, Webcam, 2xUSB 3.2, 1xHDMI, Backlit Keyboard, Win 10 Home)","1,399.00",,,,,,,,,,,,,
"Acer Predator Helios 300 G3-572-72YF 15.6"" Intel Core i7 7th Gen 7700HQ (2.80 GHz) NVIDIA GeForce GTX 1060 16 GB Memory 256 GB SSD 1 TB HDD Windows 10 Home 64-Bit Gaming Laptop","1,399.00",Acer,Predator Helios 300,G3-572-72YF,5,Windows 10 Home 64-Bit,Intel Core i7 7th Gen,7700HQ (2.80 GHz),Quad-core Processor,1 TB HDD + 256 GB SSD,16 GB,NVIDIA GeForce GTX 1060,6 GB,"15.6"""
"HP EliteBook 840 G6 14"" 7WZ91UT FHD Laptop i5-8365U 8GB 256GB SSD W10P","1,393.20",,,,,,,,,,,,,"14.0"""
"HP EliteBook 840 G6 14"" 7WZ91UT FHD Laptop i5-8365U 8GB 256GB SSD W10P","1,393.20",,,,,,,,,,,,,"14.0"""
"Lenovo ThinkPad T490 14"" Full HD Laptop i5-10210U 8GB 256GB SSD Windows 10 Pro","1,375.72",,,,,,,,,,,,,"14.0"""
