name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"Apple 13.3"" MacBook Air 256GB SSD + Green 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 3-Year Extended Warranty Bundle","1,188.64",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 256GB SSD + Black 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 2-Year Extended Warranty Bundle","1,139.98",,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) MPXQ2LL/A + 7 Port USB Hub (White) + Mac Essentials Software Suite, Aftershot Pro 3, Painter Essentials 5, Roxio Toast Express, WinZip 6 Mac Bundle","1,499.02",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Apple Magic Mouse 2 + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover (Turquoise) + 1-Year Extended Warranty Bundle","1,211.18",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Apple Magic Mouse 2 + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover (Black) + 1-Year Extended Warranty Bundle","1,211.34",,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) MPXQ2LL/A + Mac Essentials Software Suite, Aftershot Pro 3, Painter Essentials 5, Roxio Toast Express, WinZip 6 Mac + 7 Port USB Hub (White) Bundle","1,472.28",,,,,,,,,,,,,
"Apple 12"" MacBook Gold MLHF2LL/A Retina Display 512GB With Case, Corel Software , Accidental Warranty, Magic Mouse 2 and Air Pods - Executive Bundle","1,669.10",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD + Blue 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 1-Year Extended Warranty Bundle",797.93,Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 256GB SSD + Pink 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 1-Year Extended Warranty Bundle","1,124.20",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD + Black 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 1-Year Extended Warranty Bundle",798.00,Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD + Black 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 3-Year Extended Warranty Bundle",862.44,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD + Red 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 1-Year Extended Warranty Bundle",798.00,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD + Pink 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 3-Year Extended Warranty Bundle",862.44,Apple,,,,,,,,,,,,"13.3"""
"Apple 12"" MacBook (Mid 2017, Gold) MNYL2LL/A + Mac Essentials Software Suite, Aftershot Pro 3, Painter Essentials 5, Roxio Toast Express, WinZip 6 Mac + 2.4 GHz Slim Optical Wireless Bluetooth Bundle","1,637.80",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Apple Magic Mouse 2 + 3 Foot Lightning USB Cable (1 Meter) + 1-Year Extended Warranty Bundle","1,200.94",,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 128GB SSD + Black 2.4 GHz Slim Optical Wireless Bluetooth Mouse + 3 Foot Lightning USB Cable (1 Meter) + 2-Year Extended Warranty Bundle",813.78,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD + Apple Magic Mouse 2 + iBenzer Basic Soft-Touch Series Plastic Hard Case & Keyboard Cover (Red) + 1-Year Extended Warranty Bundle","1,211.21",,,,,,,,,,,,,
name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
"Apple MacBook Air (2012 Model) Intel Core i5 4GB DDR3 128GB SSD 13.3"" Mac OS X v10.8 Mountain Lion  (MD231LL/A)","1,399.95",Apple,MacBook Air,MD231LL/A,5,Mac OS X v10.7 Lion,Intel Core i5,1.80 GHz,,128GB flash storage,4 GB,Intel HD Graphics 4000,Shared system memory,"13.3"""
"Apple MD224LL/A 1.7 GHz 11.6"" 128GB MacBook Air (New 2012 Model)","1,299.95",Apple,MacBook Air,MD224LL/A,5,Mac OS X v10.7 Lion,Intel Core i5,1.70 GHz,,128GB flash storage,4 GB,Intel HD Graphics 4000,Shared system memory,"11.6"""
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, Space Gray) MV912LL/A With Cleaning Kit and Soft Case - Base Bundle","2,563.56",,MacBook Pro,,,,,2.3 GHz,,,16 GB,AMD Radeon Pro 560,,"15.4"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, Space Gray) With Cleaning Kit and Soft Case - Base Bundle","1,912.53",,MacBook Pro,,,,Intel Core i5,2.40 GHz,,,8 GB,Intel Iris Graphics,,"13.3"""
"Refurbished: Apple 13"" MacBook Air Retina display, 1.6GHz dual-core Intel Core i5, 16GB, 512GB Flash - Gold","2,450.00",,MacBook Air,,,,Intel Core i5 8th Gen,1.60 GHz,,,16 GB,,,"13.3"""
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, Space Gray) (MV902LL/A) With Cleaning Kit and Soft Case - Base Bundle","2,232.01",,MacBook Pro,,,,Intel Core i7,2.60 GHz,,,16 GB,AMD Radeon Pro 555,,"15.4"""
"2019 MacBook Air 13-inch: 1.6GHz dual-core Intel Core i5, 256GB (Space Gray) with Adapter Cord bundle and 7 port USB Hub Essentials Bundle","1,342.64",,,,,,,,,,,,,
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, Space Gray) MV912LL/A With Cleaning Kit, Soft Case, Corel Software, Air Pods, Magic Mouse, Magic TrackPad, USB-C toUSB Adapter - Magic Bundle","2,977.37",,MacBook Pro,,,,,2.3 GHz,,,16 GB,AMD Radeon Pro 560,,"15.4"""
"Apple MacBook Air (2013 Model) Intel Core i5 4GB LPDDR3 128GB SSD 13.3"" Mac OS X v10.8 Mountain Lion (MD760LL/A)","1,299.95",Apple,MacBook Air,MD760LL/A,5,Mac OS X v10.8 Mountain Lion,Intel Core i5,1.30 GHz,,128GB SSD,4 GB,Intel HD Graphics 5000,Shared system memory,"13.3"""
"13 Inch MacBook Air 256GB SSD Intel Core i5 (Mid 2017, Silver) MQD42LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, Fitted Case, and Cleaning Kit","1,076.88",,,,,,,1.80 GHz,,,8 GB,,,"13.3"""
"13 Inch MacBook Air w/ Retina Display 256GB SSD (Late 2018, Gold) MREF2LL/A Laptop Computer Bundle Includes Wireless Mouse, USB Flash Drive, Fitted Case, USB 3.0 3-In-1 Hub, and Cleaning Kit","1,192.27",,,,,,,1.60 GHz,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD #MQD32LL/A (Newest Version) With 2 Year Extended Warranty Black Bundle",766.44,,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, 256GB SSD, Silver)","1,712.75",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, 256GB SSD, Space Gray)","1,669.00",Apple,,,,,,,,,8 GB,,,"13.3"""
"Refurbished: Apple MacBook Pro MJLQ2LL/A Intel Core i7-4770HQ X4 2.2GHz 16GB 256GB SSD, Silver (Refurbished)","1,124.00",Apple,,MacBook Pro MJLQ2LL/A,,Mac OS X v10.10 Yosemite,,,Quad-core Processor,,,Intel Iris Pro Graphics,,"15.4"""
"Apple MacBook Mid 2009-Mid 2012  Pro 13""  A1278 Magsafe Board with Cable 922-9307",14.99,,,,,,,,,,,,,
"Refurbished: Apple MacBook MJY42LL/A Intel Core M-5Y51 X2 1.2GHz 8GB 512GB SSD 12"", Gray",699.00,Apple,,MacBook MJY42LL/A,,,,,Dual-core Processor,,,Intel HD Graphics 5300,,"12.0"""
"Apple 13.3 Inch MacBook Pro Laptop Computer with Touch Bar 256GB SSD (Mid 2018 Version, Silver)  Bundle with TYPE-C USB 3.0 Multiport HUB + Mouse + More","1,432.66",Apple,,,,,Intel Core i5 8th Gen,2.3 GHz,,,8 GB,,,"13.3"""
"Refurbished: Apple Laptop - Grade C MacBook Air MC968LL/A-C Intel Core i5 2467M (1.60 GHz) 2 GB Memory 64 GB SSD Intel HD Graphics 3000 11.6""",355.00,Apple,MacBook Air,MC968LL/A-C,5,,Intel Core i5,2467M (1.60 GHz),Dual-core Processor,64 GB SSD,2 GB,Intel HD Graphics 3000,Shared system memory,"11.6"""
"Apple MacBook Air Mid 2011  11"" A1370  MC968LL/A  SSD Hard Drive 256GB  661-6052",110.76,,,,,,,,,,,,,
"Apple MacBook Air 13"" A1369 Mid 2011 661-6052  MD508LL/A 256GB SSD Hard Drive",110.76,,,,,,,,,,,,,
"Apple Macbook Pro 13"" A1425  Logic Board  Early 2013 ME662LL/A EMC 2672 820-3462-A",321.30,,,,,,,,,,,,,
"Refurbished: Apple MacBook Pro ME293LL/A Intel Core i7-4700HQ X1 2.0GHz 8GB 256GB SSD,Silver(Scratch and Dent)",649.00,Apple,,MacBook Pro ME293LL/A,,Mac OS X v10.9 Mavericks,Intel Core i7 4th Gen,4700HQ (2.40 GHz),Quad-core Processor,,,Intel Iris Pro Graphics,,"15.4"""
"Apple 15.4"" MacBook Pro with Touch Bar (Mid 2019, 256GB SSD, Silver)","2,215.58",Apple,,,,,,,,,16 GB,,,"15.4"""
"Refurbished: Apple Laptop MacBook MLHA2LL/A CRB Intel Core M3 1.10 GHz 8 GB Memory 256 GB SSD 12.0""",845.00,Apple,MacBook,MLHA2LL/A CRB,,,Intel Core M3,1.10 GHz,,256 GB SSD,8 GB,,,"12.0"""
"Refurbished: Apple MacBook Pro MC975LL/A Intel Core i7-3615QM X4 2.3GHz 8GB 256GB SSD,Silver (Scratch and Dent)",669.99,Apple,,MacBook Pro  MC975LL/A,,Mac OS X v10.7 Lion,Intel Core i7,2.3 GHz,Quad-core Processor,,,NVIDIA GeForce GT 650M,,"15.4"""
"Refurbished: Apple MacBook Pro MR962LL/A 15.4 Inch 2.2GHz i7 Touch Bar Silver (16GB RAM, Radeon Pro 555X) Previous Model, Mid 2018","1,549.00",Apple,MacBook Pro,A1990,,Mac OS X v10.14 Mojave,Intel Core i7 8th Gen,8750H (2.20 GHz),6-core Processor,256 GB of onboard flash storage,16 GB,Dual Graphics Cards - AMD Radeon Pro 555X with 4 GB of dedicated GDDR5 memory and an integrated Intel UHD Graphics 630 graphics processor,4 GB of dedicated GDDR5 memory,"15.4"""
"Apple 13 Inch MacBook Air Laptop with Retina Display 128GB SSD (Mid 2019 Version, Space Gray) with Wireless Mouse + More","1,024.90",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13 Inch MacBook Air Laptop with Retina Display 128GB SSD (Mid 2019 Version, Space Gray) with USB-C to USB Adapter + More","1,041.19",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13.3"" MacBook Air 256GB SSD #MQD42LL/A + Padded Case For Macbook + Fibercloth + Ultra-Slim 2.4 GHz Optical Wireless Mouse with USB Nano Receiver For Laptop PC Macbook (White) Bundle","1,071.37",,,,,,,,,,,,,"13.3"""
"Apple 12"" MacBook (Mid 2017, Space Gray) Bundle - MNYF2LL/A","1,349.00",Apple,,,,,,,,256 GB,8GB,,,"12.0"""
"Apple 13 Inch MacBook Pro Laptop with Touch Bar (Mid 2018 Version, Space Gray) MR9R2LL/A 512GB SSD - Bundle with Carrying Case + Mouse + More","1,629.22",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13.3 Inch MacBook Pro Laptop (Mid 2017 Version, Space Gray) MPXQ2LL/A 128GB - Bundle with Carrying Case + Mouse + More","1,233.57",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD #MQD32LL/A + Padded Case For Macbook + Fibercloth + Ultra-Slim 2.4 GHz Optical Wireless Mouse with USB Nano Receiver For Laptop PC Macbook (White) Bundle",745.09,,,,,,,,,,,,,"13.3"""
"APPLE 13.3 Inch MACBOOK PRO Laptop WITH TOUCH BAR SPANISH KEYBOARD (MID 2019, SPACE GRAY) MV962E/A - Bundle with Apple Lightning to USB Charge & Sync Cable + LCD Screen Cleaner","2,028.99",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13 Inch MacBook Pro Laptop with Touch Bar (Mid 2018 Version, Space Gray) MR9R2LL/A 512GB SSD - Bundle with USB 3.0 Type-C Hub + Carrying Case + Mouse + More","1,644.52",Apple,,,,,,,,,8 GB,,,"13.0"""
"APPLE 13.3 Inch MACBOOK PRO Laptop WITH TOUCH BAR SPANISH KEYBOARD (MID 2019, SPACE GRAY) MV962E/A - Bundle with USB 3.0 Type-C Hub + Carrying Case + Mouse + More","2,040.99",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3 Inch MacBook Pro Laptop with Touch Bar (Mid 2019 Version, Space Gray) MV962LL/A 256GB SSD - Bundle with Apple Lightning to USB Charge & Sync Cable + LCD Screen Cleaner","1,737.29",Apple,,,,,,,,,8 GB,,,"13.3"""
Apple MacBook 12'' Display Intel Core M3 1.20 GHz 8 GB Memory 256 GB PCIe SSD Intel HD Graphics 615  Mac OS X v10.12 Sierra(MNYF2LL/A),"1,195.00",,,,,Mac OS X v10.12 Sierra,Intel Core M3,1.20 GHz,,,8 GB,,,"12.0"""
"Apple 13.3 Inch MacBook Pro Laptop (Mid 2017 Version, Space Gray) MPXQ2LL/A 128GB - Bundle with USB 3.0 Type-C Hub + Carrying Case + Mouse + More","1,248.88",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3 Inch MacBook Pro Laptop with Touch Bar (Mid 2019 Version, Space Gray) MV962LL/A 256GB SSD - Bundle with Carrying Case + Mouse + More","1,725.39",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13 Inch MacBook Pro Laptop with Touch Bar (Mid 2018 Version, Space Gray) MR9R2LL/A 512GB SSD - Bundle with Apple Lightning to USB Charge & Sync Cable + Carrying Case + Mouse + More","1,651.86",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13 Inch MacBook Pro Laptop with Touch Bar (Mid 2018 Version, Space Gray) MR9R2LL/A 512GB SSD - Bundle with Apple Lightning to USB Charge & Sync Cable + LCD Screen Cleaner","1,641.12",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13.3 Inch MacBook Pro Laptop (Mid 2017 Version, Space Gray) MPXQ2LL/A 128GB - Bundle with Apple Lightning to USB Charge & Sync Cable + Carrying Case + Mouse + More","1,256.21",,,,,,,,,,,,,
"Apple 13.3 Inch MacBook Pro Laptop with Touch Bar (Mid 2019 Version, Space Gray) MV962LL/A 256GB SSD - Bundle with USB 3.0 Type-C Hub + Carrying Case + Mouse + More","1,740.70",Apple,,,,,,,,,8 GB,,,"13.3"""
"APPLE 13.3 Inch MACBOOK PRO Laptop WITH TOUCH BAR SPANISH KEYBOARD (MID 2019, SPACE GRAY) MV962E/A - Bundle with Apple Lightning to USB Charge & Sync Cable + Carrying Case + Mouse + More","2,046.99",,,,,,,,,,,,,
"Apple 13.3 Inch MacBook Pro Laptop (Mid 2017 Version, Space Gray) MPXQ2LL/A 128GB - Bundle with Apple Lightning to USB Charge & Sync Cable + LCD Screen Cleaner","1,245.48",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 12"" MacBook MNYL2LL/A (Mid 2017, Gold) with Microfiber Cloth, Cleaning Kit, and 1-Year Extended Warranty","1,400.87",,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.3 Inch MacBook Pro Laptop (Mid 2017 Version, Space Gray) MPXQ2LL/A 128GB - Bundle with Apple Lightning to USB Charge & Sync Cable + USB 3.0 Type-C Hub + Carrying Case + Mouse + More","1,291.76",Apple,,,,,,,,,8 GB,,,"13.3"""
"APPLE 13.3 Inch MACBOOK PRO Laptop WITH TOUCH BAR SPANISH KEYBOARD (MID 2019, SPACE GRAY) MV962E/A - Bundle with Apple Lightning to USB Charge & Sync Cable + USB 3.0 Type-C Hub + Mouse","2,109.99",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3 Inch MacBook Pro Laptop with Touch Bar (Mid 2019 Version, Space Gray) MV962LL/A 256GB SSD - Bundle with Apple Lightning to USB Charge & Sync Cable + Carrying Case + Mouse + More","1,748.03",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3 Inch MacBook Pro Laptop with Touch Bar (Mid 2019 Version, Space Gray) MV962LL/A 256GB SSD - Bundle with Apple Lightning to USB Charge & Sync Cable + USB 3.0 Type-C Hub + Carrying Case","1,783.47",Apple,,,,,,,,,8 GB,,,"13.3"""
"820-00850-A Apple Macbook PRO A1989 13.3"" I5-8259U 8GB RAM 256GB SSD Logic Board 661-09739 Laptop Motherboards",823.99,,,,,,,,,,,,,
"Apple 12"" MacBook MLHA2LL/A (Early 2016, Silver) with Microfiber Cloth, Cleaning Kit, and 1-Year Extended Warranty","1,053.27",,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.3"" MacBook Pro MPXR2LL/A (Mid 2017, Silver) with Microfiber Cloth, Cleaning Kit, and 1-Year Extended Warranty","1,203.07",,,,,,,,,,8 GB,,,"13.3"""
"Apple 13 Inch MacBook Pro Laptop with Touch Bar (Mid 2018 Version, Space Gray) MR9R2LL/A 512GB SSD - Bundle with Apple Lightning to USB Charge & Sync Cable + USB 3.0 Type-C Hub + Mouse","1,687.35",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13.3"" MacBook Air with Retina Display MREF2LL/A (Late 2018, Gold) with Microfiber Cloth, Cleaning Kit, and 1-Year Extended Warranty","1,176.29",,,,,,,,,,8 GB,,,"13.3"""
"Apple 12"" MacBook MNYL2LL/A (Mid 2017, Gold) with Cleaning Kit, Corel Photo Essentials Kit, Surge Protector, Wireless Mouse, and 1-Year Extended Warranty","1,436.88",,,,,,,,,,8 GB,,,"12.0"""
"Apple 12"" MacBook MLHA2LL/A (Early 2016, Silver) with Microfiber Cloth, Cleaning Kit, Corel Photo Essentials Kit, Surge Protector, Wireless Mouse, and 1-Year Extended Warranty","1,089.28",,,,,,,,,,8 GB,,,"12.0"""
"Apple 12"" MacBook MLHA2LL/A (Early 2016, Silver) with Microfiber Cloth, Cleaning Kit, Corel Photo Essentials Kit, Surge Protector, Wireless Mouse, Apple AirPods 1, and 1-Year Extended Warranty","1,233.74",,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.3"" MacBook Pro MPXR2LL/A (Mid 2017, Silver) with Cleaning Kit, Corel Photo Essentials Kit, Surge Protector, Wireless Mouse, Apple AirPods 1, and 1-Year Extended Warranty","1,383.61",,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro MPXR2LL/A (Mid 2017, Silver) with Cleaning Kit, Corel Photo Essentials Kit, Surge Protector, Wireless Mouse, and 1-Year Extended Warranty","1,239.23",,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air with Retina Display MREF2LL/A (Late 2018, Gold) with Cleaning Kit, Corel Photo Essentials Kit, Surge Protector, Wireless Mouse, Apple AirPods 1, and 1-Year Extended Warranty","1,356.88",,,,,,,,,,8 GB,,,"13.3"""
"Apple 12"" MacBook MNYL2LL/A (Mid 2017, Gold) with Cleaning Kit, Corel Photo Essentials Kit, Surge Protector, Wireless Mouse, Apple AirPods 1, and 1-Year Extended Warranty","1,581.34",,,,,,,,,,8 GB,,,"12.0"""
"Refurbished: Apple Mid 2017 15"" MacBook Pro ""Retina"" 3.1GHz i7/16GB RAM/1TB Flash/AMD Radeon Pro 560/Touch Bar/Space Gray MPTR2LL/A","1,699.00",Apple,MacBook Pro,"Mid 2017 15"" (Touch Bar)",,Mac OS X v10.12 Sierra,Intel Core i7 7th Gen,7920HQ (3.10 GHz),Quad-core Processor,,16 GB,,4 GB,"15.4"""
"Refurbished: Apple Retina MacBook Pro 15"" Core i7 2.8GHz 16GB RAM 256GB SSD MGXG2LL/A GRADE A",879.00,Apple,MacBook Pro,A1398,,Mac OS X v10.12 Sierra,Intel Core i7,2.80 GHz,Quad-core Processor,256GB PCIe Flash Storage SSD,16 GB,,Shared,"15.4"""
"Apple 12"" MacBook (Early 2015, Space Gray) - Bundle","1,148.48",Apple,,,,,,,,,,,,"12.0"""
"Apple 12"" MacBook 2018, Gold - Bundle","1,218.00",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 12"" MacBook (Mid 2017, Gold) - Bundle","1,399.82",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 12"" MacBook (Mid 2017, Silver) - Bundle","1,389.12",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2018, Silver) - Bundle","1,415.88",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air with Retina Display (Late 2018, Gold) - Bundle","1,175.37",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro Mid 2017, Space Gray - Bundle","1,234.18",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 12"" MacBook (Mid 2017, Gold) - Bundle","1,399.82",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.3"" MacBook Pro with Touch Bar Mid 2018, Space Gray - Bundle","1,629.83",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 12"" MacBook Early 2016, Silver - Bundle","1,052.22",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2018, Silver) - Bundle","1,415.88",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) - Bundle","1,201.98",Apple,,,,,,,,,8 GB,,,"13.3"""
"ThePixelConnection Apple 13.3"" MacBook Air 256GB SSD + Padded Case For Macbook + Fibercloth Bundle","1,066.99",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 12"" MacBook (Early 2016, Silver) - Bundle","1,351.82",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.3"" MacBook Air Mid 2017, Silver - Bundle",747.56,Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2018, Space Gray) - Bundle","1,629.96",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) - Bundle","1,234.31",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 12"" MacBook (Early 2015, Gold) - Bundle","1,121.87",Apple,,,,,,,,,,,,"12.0"""
"Apple 15.4"" MacBook Pro Laptop Computer with Retina Display & Touch Trackpad - Bundle","3,234.45",Apple,,,,,,,,,16 GB,,,"15.4"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, Space Gray) - Bundle","1,918.56",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro with Touch Bar Mid 2018, Silver - Bundle","1,736.87",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 12"" MacBook (Early 2016, Gold) - Bundle","1,335.65",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.3"" MacBook Air (Mid 2017, Silver) - Bundle",747.43,Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro Mid 2017, Silver - Bundle","1,202.15",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air (Mid 2017, 128GB SSD, Silver) - Bundle",747.48,Apple,,,,,,,,,8 GB,,,"13.3"""
"Refurbished: Apple MacBook 13.3"" Notebook - Intel Core 2 Duo T7400 2.16 GHz  1 GB RAM  120 GB HDD - Intel Graphics Media Accelerator 950 Graphics - OS X 10.4 Tiger - 1280 x 800 MB062LL/A",165.00,Apple,,MB062LL/Arefurb,4,Mac OS X v10.4 Tiger,,2.20 GHz,,,1 GB,,,"13.3"""
"Apple 13.3"" MacBook Air with Retina Display (Late 2018, 256GB, Gold) - Bundle","1,175.24",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro with Touch Bar (Mid 2019, Silver) - Bundle","1,726.00",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 15.4"" MacBook Pro with Touch Bar Mid 2019, Space Gray - Bundle","2,239.50",Apple,,,,,,,,,16 GB,,,"15.4"""
"Refurbished: Apple Laptop MacBook Pro 13.3"" Intel Core i5 2.3GHz, 4GB Memory, 320GB HDD, Intel HD Graphics 3000, Thunderbolt, Bluetooth, OS X v10.11 El Capitan - ""Unibody"" aluminum A1278 MC700LL/A - Grade A",389.50,Apple,MacBook Pro,A1278,3,Mac OS X v10.11 El Capitan,Intel Core i5,2.3 GHz,Dual-core Processor,320 GB,4 GB,,,"13.3"""
"Refurbished: Apple Laptop MacBook Pro MD035LL/A-R Intel Core i7 2820QM (2.30 GHz) 4 GB Memory 750 GB HDD AMD Radeon HD 6750M 15.4"" Mac OS X v10.7 Lion",640.92,Apple,MacBook Pro,MD035LL/A-R,4,Mac OS X v10.7 Lion,Intel Core i7,2820QM (2.30 GHz),,750 GB,4 GB,AMD Radeon HD 6750M,1 GB,"15.4"""
"Apple 13"" MacBook Pro, Retina Display, 2.3GHz Intel Core i5 Dual Core, 8GB RAM, 128GB SSD, Silver, With Case And Mouse","1,204.39",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13.3"" MacBook Air (Mid 2017, 128GB SSD, Silver) Basic Bundle",735.17,Apple,MacBook Air,,,Mac OS X v10.13 High Sierra,Intel Core i5,1.80 GHz,,,8 GB,Intel HD Graphics 6000,,"13.3"""
"Apple MacBook 12"" 256GB SSD, 8GB RAM 1.2Ghz, Gold (2017) MRQN2LL/A","1,082.52",Apple,MacBook,MRQN2LL/A,,macOS High Sierra,Intel Core M3,1.20 GHz,,256GB SSD,8 GB,,,"12.0"""
"Apple 13.3"" MacBook Pro (Mid 2017, 128GB, Silver) Basic Bundle","1,189.75",Apple,,,,,,,,,8 GB,,,"13.3"""
2018 Apple 13.3 MacBook Pro with Touch Bar 2.3GHz 512GB (Silver) with Adapter Cord bundle and 7 port USB Hub Essentials Bundle,"1,770.19",Apple,,,,,Intel Core i5,2.3 GHz,,512 GB,8 GB DDR3,,,"13.3"""
2017 Apple 13.3 MacBook Pro 2.3GHz 128GB (Silver) with Adapter Cord bundle and 7 port USB Hub Essentials Bundle,"1,235.48",Apple,,,,,Intel Core i5,2.3 GHz,,128 GB,8 GB DDR3,,,"13.3"""
"2017 Apple 13.3 MacBook Pro 2.3GHz 128GB (Silver) with Case, USB C Adapter Cord and 7 port USB Hub Deluxe Case Bundle","1,215.96",Apple,,,,,Intel Core i5,2.3 GHz,,128 GB,8 GB DDR3,,,"13.3"""
2017 Apple 13.3 MacBook Pro 2.3GHz 128GB (Space Gray) with Adapter Cord bundle and 7 port USB Hub Essentials Bundle,"1,267.64",Apple,,,,,Intel Core i5,2.3 GHz,,128 GB,8 GB DDR3,,,"13.3"""
"Apple MacBook Pro MJLQ2LL/A 15.4"" Laptop with Retina Display 2.2 GHz 16GB 256GB","2,199.95",Apple,MacBook Pro,,,Mac OS X v10.10 Yosemite,Intel Core i7,2.20 GHz,,256 GB,16 GB,,,"15.4"""
