name,price,brand,series,model,rating,os,cpu_type,cpu_speed,cores,storage,memory,gpu_type,gpu_memory,screen
13-inch MacBook Pro with Touch Bar: dual-core i5 512GB - Silver + Maintanence Kit,"2,008.78",Apple,,,,,,2.3 GHz,,,,,,"13.3"""
13-inch MacBook Pro with Touch Bar: dual-core i5 512GB - Silver + Magic-Mouse 2 + Maintanence Kit,"2,089.04",Apple,,,,,,2.3 GHz,,,,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2018) Silver with Padded Case and Accessories","1,409.61",,MacBook Pro,MR9U2LL/A,,,Intel Core i5,2.3 GHz,Quad-core Processor,256 GB,8 GB,,,"13.3"""
13-inch MacBook Pro with Touch Bar: dual-core i5 512GB - Silver + USB Bundle + Maintanence Kit,"2,028.33",Apple,,,,,,2.3 GHz,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 256GB SSD #MQD42LL/A (Newest Version 2017 Model) Starter Bundle","1,066.28",,,,,,,,,,,,,
13-inch MacBook Pro with Touch Bar: dual-core i5 512GB - Silver + Ultimate Cord Bundle + Maintanence Kit,"2,060.62",Apple,,,,,,2.3 GHz,,,,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2018, Space Gray) (Spanish Keyboard)","1,723.49",Apple,,,,,,2.3 GHz,,,,,,"13.3"""
"Apple MacBook Pro MV9A2E/A 13.3"" Notebook - 2560 x 1600 - Core i5 - 8 GB RAM - 512 GB SSD - Silver","1,995.99",Apple,MacBook Pro,,,macOS Mojave,,2.40 GHz,,512 GB,8 GB,Iris Plus Graphics 655,8 GB,"13.3"""
"Apple 13.4"" MacBook Pro Laptop (MR9V2LL/A) (Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD) Silver with Padded Case, Corel Software and Magic Mouse - Professional Bundle","1,957.93",Apple,,,,,,,,,,,,"13.3"""
13-inch MacBook Pro with Touch Bar: dual-core i5 512GB - Silver + Assorted Light Cord Bundle + Maintanence Kit,"2,072.36",,,,,,,,,,,,,
"Apple 13.4"" MacBook Pro Laptop (MR9V2LL/A) (Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD Storage) Silver with Padded Case and Mouse - Starter Bundle","1,739.14",Apple,,,,,,,,,,,,"13.3"""
"Apple MacBook Pro MV972E/A 13.3"" Notebook - 2560 x 1600 - Core i5 - 8 GB RAM - 512 GB SSD - Space Gray","1,995.99",Apple,MacBook Pro,,,macOS Mojave,,2.40 GHz,,512 GB,8 GB,Iris Plus Graphics 655,8 GB,"13.3"""
"Apple 13.4"" MacBook Pro Laptop (MR9V2LL/A) (Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD Storage) Silver with Padded Case and Magic Mouse - Home Office Bundle","1,949.37",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.4"" MacBook Pro Laptop (MR9V2LL/A) (Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD) Silver with Padded Case, Magic Mouse, Air Pods. - Magic Mouse and Airpods Bundle","2,084.29",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD #MQD32LL/A (Newest Version 2017 Model) Blue Bundle",749.63,,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD #MQD32LL/A (Newest Version 2017 Model) Black Bundle",749.86,,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD #MQD32LL/A (Newest Version 2017 Model) Starter Bundle",740.00,,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 256GB SSD #MQD42LL/A + White Wired Earbuds Headphones + Padded Case For Macbook + Fibercloth Bundle","1,067.44",,,,,,,,,,,,,"13.3"""
"Apple 12.0"" MacBook (Early 2016 Silver) #MLHC2LL/A + Padded Case For Macbook + Fibercloth Bundle","1,343.65",,,,,,,,,,,,,"12.0"""
"Apple 12"" MacBook 512GB (Early 2016 Gold) #MLHF2LL/A + White Wired Earbuds Headphones + Padded Case For Macbook + Fibercloth Bundle","1,329.34",,,,,,,,,,,,,"12.0"""
"Apple 12"" MacBook (Early 2016 Silver) #MLHC2LL/A + White Wired Earbuds Headphones + Padded Case For Macbook + Fibercloth Bundle","1,345.38",,,,,,,,,,,,,"12.0"""
"Apple 12.0"" MacBook 512GB (Early 2016 Gold) #MLHF2LL/A + Padded Case For Macbook + Fibercloth Bundle","1,327.60",,,,,,,,,,,,,"12.0"""
"Apple 15.4"" MacBook Pro Laptop Computer with Retina Display & Force Touch Trackpad #MJLQ2LL/A + Padded Case For Macbook + Fibercloth Bundle","3,224.95",,,,,,,,,,,,,"15.4"""
"Apple 13.3"" MacBook Air 256GB SSD #MQD42LL/A + Padded Case For Macbook + Fibercloth Bundle","1,065.71",,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air 128GB SSD #MQD32LL/A + White Wired Earbuds Headphones + Padded Case For Macbook + Fibercloth + Ultra-Slim 2.4 GHz Optical Wireless Mouse with USB Nano Receiver (White) Bundle",746.81,,,,,,,,,,,,,"13.3"""
"Apple 15.4"" MacBook Pro Laptop Computer with Retina Display & Force Touch Trackpad #MJLQ2LL/A + White Wired Earbuds Headphones + Padded Case For Macbook + Fibercloth Bundle","3,226.67",,,,,,,,,,,,,"15.4"""
"Apple MacBook Air 11.6"" A1465/A1466  MD760LL/A  Mid 2013 128 GB SSD Card 661-7456",119.28,,,,,,,,,,,,,
"Apple Macbook Pro 15"" A1286  Motherboard Core i7 2.0Ghz  21PWIMB01A0 21PWIMB0140",392.85,,,,,,,,,,,,,
4GB SODIMM Apple MacBook Pro 2.7GHz Intel Core i7 - 13-inchEarly-2011 Ram Memory,31.47,,,,,,,,,,,,,
"Apple 13.3"" MacBook Pro 2018 - Silver - 2.3 Ghz CPU - 8 GB RAM - 512 GB SSD Accessory Kit","1,734.46",,,,,,,,Quad-core Processor,512 GB,8 GB,,,"13.3"""
4GB SODIMM Apple MacBook Pro 2.5GHz Intel Core i5 - 13-inchMid-2012 Ram Memory,29.97,,,,,,,,,,,,,
4GB SODIMM Apple MacBook Pro 2.7GHz Intel Core i7 - 15-inchMid-2012 Ram Memory,29.97,,,,,,,,,,,,,
"Apple 13.3"" MacBook Air 256GB SSD #MQD42LL/A + White Wired Earbuds Headphones + Padded Case For Macbook + Fibercloth + Ultra-Slim 2.4 GHz Optical Wireless Mouse with USB Nano Receiver (White) Bundle","1,073.09",,,,,,,,,,,,,"13.3"""
"Apple MacBook Pro 15"" A1398  Retina   655-1795A 512GB SSD  661-7286",207.90,,,,,,,,,,,,,
"Apple Laptop MacBook Air MJVE2LL/A Intel Core i5 1.60 GHz 4 GB Memory 128 GB SSD Intel HD Graphics 5500 13.3"" Mac OS X v10.10 Yosemite",924.99,Apple,MacBook Air,MJVE2LL/A,,Mac OS X v10.10 Yosemite,Intel Core i5,1.60 GHz,Dual-core Processor,128 GB,4 GB,Intel HD Graphics 5500,Shared system memory,"13.3"""
"Apple MacBook Air Mid 2012  11"" A1465  MD845LL/A  SSD  64GB Flash 661-6618",85.20,,,,,,,,,,,,,
4GB SODIMM Apple MacBook Pro 2.9GHz Intel Core i7 - 13-inchMid-2012 Ram Memory,29.97,,,,,,,,,,,,,
"Apple Macbook Air 11""  Early 2015 A1465  1.6GHz MJVM2LL/A  Logic Board 661-02346",321.30,,,,,,,,,,,,,
"Apple Macbook Air 11""  Early 2015 A1465  1.6GHz MJVM2LL/A  Logic Board 661-02346",321.30,,,,,,,,,,,,,
"Apple Macbook Pro 13"" Mid 2012 MD101LL/A MD102LL/A  A1278 Logic Board 661-6589",372.60,,,,,,,,,,,,,
"Apple MacBook Air Mid 2012  11"" A1465  MD845LL/A  SSD  64GB Flash 661-6618",85.20,,,,,,,,,,,,,
Apple Macbook Air A1369  Samsung  SSD A1370 256GB  THNSNC064GMDJ 655-1665C,110.76,,,,,,,,,,,,,
"Apple MacBook Air 11"" A1370 Mid 2011   SSD  256GB MC968LL/A  Hard Drive 661-5684",110.76,,,,,,,,,,,,,
"Apple MacBook Air 11.6"" A1465  Mid 2013 13"" 128GB SSD Card A1466    661-7456",119.28,,,,,,,,,,,,,
"Apple MacBook Air Early 2014 11.6"" A1465 13"" A1466 SSD   128GB Card 661-7458",92.30,,,,,,,,,,,,,
"Apple MacBook Pro 13""  2011  A1278 Logic Board 21PGJMB0110 21PGJMB0150 21PGJMB00N0",319.95,,,,,,,,,,,,,
"NEW! 2GB Module Works With Apple MacBook Pro 2.4GHz Intel Core 2 Duo 17"" Memory MA897LL/A",17.66,,,,,,,,,,,,,
Apple MacBook Pro MJLU2LL/A 15.4in 2.8Ghz 16GB SDRAM 1TB Flash Silver,"3,199.95",,,,,,,,,,,,,"15.4"""
Apple MacBook Pro MJLT2LL/A 15.4in 2.5GHz 16GB 512GB Retina Display,"2,699.95",,,,,,,,,,,,,"15.4"""
MacBook Pro (SD/FW) EMC  Core 2 Duo 2.26 13 inch 2326 21PGAMB0090 661-5230 A1278,105.99,,,,,,,,,,,,,
"Apple Laptop MacBook MK4M2LL/A Intel Core M 1.10 GHz 8 GB Memory 256 GB SSD Intel HD Graphics 5300 12.0"" Mac OS X v10.10 Yosemite","2,350.00",Apple,MacBook,MK4M2LL/A,,Mac OS X v10.10 Yosemite,Intel Core M,1.10 GHz,Dual-core Processor,256 GB SSD,8 GB,Intel HD Graphics 5300,Shared system memory,"12.0"""
"661-5513 Apple MacBook Pro 15"" A1286 Mid 2012 MD103LL/A MD104LL/A SuperDrive",26.98,,,,,,,,,,,,,
"Apple MacBook Pro with Touch Bar - 15.4"" - Core i7 - 16 GB RAM - 256 GB SSD","2,226.12",,,,,,,,,,,,,"15.4"""
"Apple MJLU2LL/A MacBook Pro Notebook - Core i7 2.8GHz, 15.4"" Retina, 16GB RAM, 1TB Flash Storage","3,199.95",Apple,MacBook Pro,MJLU2LL/A,,Mac OS X v10.9 Mavericks,Intel Core i7,2.80 GHz,Quad-Core,1T,16 GB,,,"15.4"""
"Used - Very Good: Apple MacBook Pro 15.4"" Retina Display Intel Core i7 2.5GHz 16GB 512GB MGXC2LL/A",,Apple,MacBook Pro,MGXC2LL/A,,Mac OS X 10.9 Mavericks,,2.50 GHz,,,16 GB,,,"15.4"""
"Refurbished: Apple MacBook MacBook Air MC965LL/A-R Intel Core i5 1.70 GHz 4 GB Memory 128GB SSD HDD Intel HD Graphics 3000 13.3"" Mac OS X v10.7 Lion",459.95,Apple,MacBook Air,MC965LL/A-R,5,Mac OS X v10.7 Lion,Intel Core i5,1.70 GHz,2,128GB SSD,4 GB,Intel HD Graphics 3000,Shared system memory,"13.3"""
4GB SODIMM Apple MacBook Pro 2.7GHz Intel Core i7 - 15-inchMid-2012 Ram Memory,29.98,,,,,,,,,,,,,
8GB SODIMM Apple MacBook Pro 2.7GHz Intel Core i7 - 13-inchEarly-2011 Ram Memory,52.48,,,,,,,,,,,,,
4GB SODIMM Apple MacBook Pro 2.9GHz Intel Core i7 - 13-inchMid-2012 Ram Memory,29.98,,,,,,,,,,,,,
"New 2015 Macbook Pro 15-Inch Retina Laptop MJLT2LL/A (i7 2.5GHz, 16GB DDR3 Ram, 1TB SSD, Radeon R9 M370X 2GB, Mojave, HDMI, USB 3.0)","2,699.95",Apple,Macbook Pro,MJLT2LL/A,,Mac OS X v10.14 Mojave,Intel Core i7 4th Gen,,Quad-core Processor,1 TB,16 GB,AMD Radeon R9 M370X,2GB,"15.4"""
4GB SODIMM Apple MacBook Pro 2.7GHz Intel Core i7 - 13-inchEarly-2011 Ram Memory,29.98,,,,,,,,,,,,,
4GB SODIMM Apple MacBook Pro 2.5GHz Intel Core i5 - 13-inchMid-2012 Ram Memory,29.98,,,,,,,,,,,,,
"Apple 13 Inch MacBook Air Laptop Computer (Mid 2017 Version, Silver) 128GB SSD with 1 Year Extended Warranty",742.59,,MacBook Air,MQD32LL/A,,,Intel Core i5,1.80 GHz,,,8 GB,,,"13.3"""
"Apple 13 Inch MacBook Air Laptop Computer (Mid 2017 Version, Silver) 128GB SSD with Turquoise Soft Touch Hard Case Shell Cover with Keyboard Cover",745.75,,MacBook Air,MQD32LL/A,,,Intel Core i5,1.80 GHz,,,8 GB,,,"13.3"""
"Apple 13"" MacBook Air With Magic Mouse 2(Wireless, Rechargable)|Intel Core i7|8GB RAM|128GB SSD|Backlit Keyboard|Thunderbolt 2|SDXC card slot|Bluetooth|Webcam|NFC|Mac OS|Silver","1,039.99",Apple,MacBook Air,,,Mac OS X v10.12 Sierra,Intel Core i7,2.20 GHz,,128G SSD,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) Spanish Keyboard","1,456.11",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air Combo Mouse/Carrying Case (Mid 2017) MQD32LL/A",780.99,,,,1,,,,,,,,,"13.3"""
"Apple Macbook Pro 15"" A1286 Early 2011 MC721LL/A MC723LL/A MD035LL/A Logic Board",599.99,,,,,,,,,,,,,
"Apple 13.4"" MacBook Pro Laptop (MR9R2LL/A) (Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD Storage) Space Gray with Padded Case and Mouse - Starter Bundle","1,632.19",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.4"" MacBook Pro Laptop (MR9R2LL/A) (Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD) Space Gray with Padded Case, Corel Software and Magic Mouse - Professional Bundle","1,851.05",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.4"" MacBook Pro Laptop (MR9R2LL/A) (Retina, Touch Bar, 2.3GHz Intel Core i5, 8GB RAM, 512GB SSD) Space Gray with Padded Case, Magic Mouse, Air Pods. - Magic Mouse and Airpods Bundle","1,977.41",Apple,,,,,,,,,,,,"13.3"""
"Apple 12"" MacBook Silver Retina Display 256GB With Case And Mouse","1,052.93",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 12"" MacBook Gold Retina Display 512GB With Case And Mouse","1,336.35",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 12"" MacBook Retina Display 256GB With Case And Mouse","1,352.40",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 12"" MacBook Retina Display 256GB With Case, Corel Software, Accidental Warranty, Magic Mouse 2","1,544.14",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 12"" MacBook Gold Retina Display 512GB With Case, Corel Software, Accidental Warranty, Magic Mouse 2","1,528.10",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 12"" MacBook Gold Retina Display 512GB With Case, Corel Software, Accidental Warranty, Magic Mouse 2 and Air Pods","1,669.10",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 12"" MacBook Retina Display 256GB With Case, Corel Software, Accidental Warranty, Magic Mouse 2 and Air Pods","1,685.14",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) + Magic Mouse 2 (Silver) Combo","1,300.03",,,Apple Macbook Air,,,,,,,,,,"13.3"""
"Apple 13"" MacBook Pro, Retina Display, 2.3GHz Intel Core i5 Dual Core, 8GB RAM, 128GB SSD, Space Gray, With Case, Corel Software, Magic Mouse, and Extended Warranty","1,346.12",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13"" MacBook Pro, Retina Display, 2.3GHz Intel Core i5 Dual Core, 8GB RAM, 128GB SSD, Space Gray, With Case And Mouse","1,236.55",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) MPXR2LL/A + MicroFiber Cloth + 7 Port USB Hub (White) + Apple AirPods Wireless Bluetooth Earphones Bundle","1,391.39",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air with Retina Display 1.6GHz Dual-Core i5 CPU, 8GB RAM, 256GB SSD (Late 2018, Gold)","1,167.94",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.4"" MacBook Pro Laptop Retina, Touch Bar, 2.3GHz Intel Core i5, 8GB RAM, 512GB SSD Space Gray with Padded Case, Magic Mouse, Air Pods.","1,977.41",Apple,,,,,,,,,8 GB,,,"13.4"""
"Apple 13.4"" MacBook Pro Laptop Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD Silver with Padded Case, Magic Mouse, Air Pods.","2,084.29",Apple,,,,,,,,,8 GB,,,"13.4"""
"Apple 12"" MacBook Silver Retina, 1.3GHz Intel Core i5 Dual Core Processor, 8GB RAM, 512GB SSD, Mac OS, With Case, Corel Software, Accidental Warranty, Magic Mouse 2","1,581.57",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 12"" MacBook Silver Retina, 1.3GHz Intel Core i5 Dual Core Processor, 8GB RAM, 512GB SSD, With Case, Corel Software, Accidental Warranty, Magic Mouse 2 and Air Pods","1,722.58",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.4"" MacBook Pro Laptop Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD Silver with Padded Case, Corel Software and Magic Mouse","1,957.93",Apple,,,,,,,,,8 GB,,,"13.4"""
"Apple 13.4"" MacBook Pro Laptop Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 256GB SSD Storage Silver with Padded Case and Mouse","1,418.29",Apple,,,,,,,,,8 GB,,,"13.4"""
"Apple 12"" MacBook Gold Retina, 1.3GHz Intel Core i5 Dual Core Processor, 8GB RAM, 512GB SSD, Mac OS, With Case, Corel Software, Accidental Warranty, Magic Mouse 2","1,592.27",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 12"" MacBook Gold Retina, 1.3GHz Intel Core i5 Dual Core Processor, 8GB RAM, 512GB SSD, Mac OS, With Case And Mouse","1,400.52",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.4"" MacBook Pro Laptop Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD Storage Space Gray with Padded Case and Mouse","1,632.19",Apple,,,,,,,,,8 GB,,,"13.4"""
"Apple 13.4"" MacBook Pro Laptop Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 256GB SSD Silver with Padded Case, Corel Software and Magic Mouse","1,637.07",Apple,,,,,,,,,8 GB,,,"13.4"""
"Apple 13"" MacBook Pro, Retina Display, 2.3GHz Intel Core i5 Dual Core, 8GB RAM, 128GB SSD, Space Gray, With Case, Corel Software, Magic Mouse, Air Pods and Warranty","1,487.44",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13"" MacBook Pro, Retina Display, 2.3GHz Intel Core i5 Dual Core, 8GB RAM, 128GB SSD, Silver, With Case, Corel Software, Magic Mouse, Air Pods","1,443.99",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13.4"" MacBook Pro Laptop Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 256GB SSD Storage Silver with Padded Case and Magic Mouse","1,628.51",Apple,,,,,,,,,8 GB,,,"13.4"""
"Apple 13"" MacBook Pro, Retina Display, 2.3GHz Intel Core i5 Dual Core, 8GB RAM, 128GB SSD, Silver, With Case, Corel Software, Magic Mouse, Magic Trackpad, Air Pods","1,561.78",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 12"" MacBook Silver Retina, 1.3GHz Intel Core i5 Dual Core Processor, 8GB RAM, 512GB SSD, Mac OS, With Case And Mouse","1,389.83",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.3"" MacBook Pro 2018 - Space Gray - 2.3 Ghz CPU - 8 GB RAM - 512 GB SSD Accessory Kit","1,627.55",,,,,,,,Quad-core Processor,512 GB,8 GB,,,"13.3"""
"Apple 12"" MacBook Gold Retina, 1.3GHz Intel Core i5 Dual Core Processor, 8GB RAM, 512GB SSD, With Case, Corel Software, Accidental Warranty, Magic Mouse 2 and Air Pods","1,733.27",Apple,,,,,,,,,8 GB,,,"12.0"""
"Apple 13.4"" MacBook Pro Laptop Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD Storage Silver with Padded Case and Mouse","1,739.14",Apple,,,,,,,,,8 GB,,,"13.4"""
"Apple 13"" MacBook Pro, Retina Display, 2.3GHz Intel Core i5 Dual Core, 8GB RAM, 128GB SSD, Space Gray, With Case, Corel Software, Mouse, Ear buds and Extended Warranty","1,260.32",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13.4"" MacBook Pro Laptop Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 256GB SSD Silver with Padded Case, Magic Mouse, Air Pods.","1,763.51",Apple,,,,,,,,,8 GB,,,"13.4"""
"Apple 13.4"" MacBook Pro Laptop Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD Storage Space Gray with Padded Case and Magic Mouse","1,842.49",Apple,,,,,,,,,8 GB,,,"13.4"""
"Apple 13"" MacBook Pro, Retina Display, 2.3GHz Intel Core i5 Dual Core, 8GB RAM, 128GB SSD, Silver, With Case, Corel Software, Magic Mouse, and Extended Warranty","1,302.80",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13.3"" MacBook Air (Mid 2017, Silver) Spanish Keyboard",964.25,Apple,,,,,,,,,,,,"13.3"""
"Apple 13.4"" MacBook Pro Laptop Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD Space Gray with Padded Case, Corel Software and Magic Mouse","1,851.05",Apple,,,,,,,,,8 GB,,,"13.4"""
"Apple 13"" MacBook Pro, Retina Display, 2.3GHz Intel Core i5 Dual Core, 8GB RAM, 128GB SSD, Silver, With Case, Corel Software, Mouse, Ear buds and Extended Warranty","1,228.16",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13"" MacBook Pro, Retina Display, 2.3GHz Intel Core i5 Dual Core, 8GB RAM, 128GB SSD, Space Gray, With Case, Corel Software, Magic Mouse, Magic Trackpad, Air Pods","1,605.25",Apple,,,,,,,,,8 GB,,,"13.0"""
"Apple 13.4"" MacBook Pro Laptop Retina, Touch Bar, 2.3GHz Quad-Core Intel Core i5, 8GB RAM, 512GB SSD Storage Silver with Padded Case and Magic Mouse","1,949.37",Apple,,,,,,,,,8 GB,,,"13.4"""
"Apple Laptop MacBook MLHC2LL/A 1.20 GHz 8 GB Memory 512 GB SSD 12.0""","1,334.99",Apple,MacBook,MLHC2LL/A,,,,1.20 GHz,,512 GB SSD,8 GB,,,"12.0"""
"Apple 13.3"" MacBook Air (Mid 2017, 256GB SSD, Silver) Basic Bundle","1,061.49",Apple,MacBook Air,,,Mac OS X v10.13 High Sierra,Intel Core i5,1.80 GHz,,,8 GB,Intel HD Graphics 6000,,"13.3"""
"Apple 12"" MacBook (Late 2018, Gold) Spanish Keyboard","1,322.46",,MacBook,MRQN2E/A,,Mac OS X v10.13 High Sierra,Intel Core M3,,,,8 GB,,,"12.0"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) + Magic Mouse 2 + Magic Trackpad 2","1,417.75",,,Apple Macbook Air,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro 2018 - Space Gray - 2.3 Ghz CPU - 8 GB RAM - 512 GB SSD with Magic Mouse Combo","1,739.11",,,,,,,,Quad-core Processor,512 GB,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air (Mid 2017, 256GB SSD, Silver) Basic Bundle w/ Apple Airpods","1,205.87",Apple,MacBook Air,,,Mac OS X v10.13 High Sierra,Intel Core i5,1.80 GHz,,,8 GB,Intel HD Graphics 6000,,"13.3"""
"Apple 13.3"" MacBook Pro 2018 - Space Gray - 2.3 Ghz CPU - 8 GB RAM - 512 GB SSD with Apple Airpods Combo","1,881.84",,,,,,,,Quad-core Processor,512 GB,8 GB,,,"13.3"""
"Apple MacBook MJY42LL/A (Early 2015, Space Gray)  Intel Core M 1.20 GHz 8 GB Memory 512 GB Flash Intel HD Graphics 5300 12.0"" Mac OS X v10.10 Yosemite","1,135.23",Apple,MacBook,MJY42LL/A,,Mac OS X v10.10 Yosemite,Intel Core M,1.20 GHz,,512 GB Flash PCIE,8 GB,Intel HD Graphics 5300,Shared system memory,"12.0"""
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) + Magic Mouse 2 + Magic Trackpad 2","1,493.29",,,Apple Macbook Air,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) + Magic Mouse 2 + Magic Trackpad 2","1,343.42",,,Apple Macbook Air,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air (Mid 2017, 128GB SSD, Silver) Basic Bundle w/ Apple Airpods",879.59,Apple,MacBook Air,,,Mac OS X v10.13 High Sierra,Intel Core i5,1.80 GHz,,,8 GB,Intel HD Graphics 6000,,"13.3"""
"Apple 512GB SSD 13.3"" MacBook Pro with Touch Bar (Silver) (Spanish Keyboard) + Red Deflector Case + White Wireless Mouse + Fibercloth Bundle","2,021.99",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air with Retina Display (Late 2018, 128GB, Gold) Basic Bundle","1,162.97",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple MacBook 12"" 512GB SSD, 8GB RAM, 1.3Ghz Gold (2017) MRQP2LL/A","1,069.00",Apple,MacBook,MRQP2LL/A,,macOS High Sierra,Intel Core i5,,,512GB SSD,8 GB,,,"12.0"""
"Apple 512GB SSD 13.3"" MacBook Pro with Touch Bar (Silver) (Spanish Keyboard) + Turquoise Deflector Case + 2 Port USB 3.0 Hub/ SD Reader + Fibercloth Bundle","2,021.99",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 512GB SSD 13.3"" MacBook Pro with Touch Bar (Silver) (Spanish Keyboard) + Rose Deflector Case + 2 Port USB 3.0 Hub/ SD Reader + Fibercloth Bundle","2,058.99",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air with Retina Display (Late 2018, 128GB, Gold) Basic Accessory Bundle Bundle","1,259.48",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 512GB SSD 13.3"" MacBook Pro with Touch Bar (Silver) (Spanish Keyboard) + White Wireless Mouse + White Wired Earbuds + Fibercloth Bundle","1,995.99",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Air with Retina Display (Late 2018, 128GB, Gold) Basic Accessory Bundle Bundle w/ Airpods","1,403.90",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) + LG 27 inch Class Full HD IPS LED Gaming Monitor Multiple Monitor + Accessory Combo","1,462.58",,,Apple Macbook Air,,,,,,,8 GB,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Silver) Spanish Keyboard","1,279.64",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Pro (Mid 2017, Space Gray) Spanish Keyboard","1,231.51",Apple,,,,,,,,,,,,"13.3"""
"Apple 13.3"" MacBook Air with Retina Display (Late 2018, 128GB, Gold) Basic Bundle w/ Magic Mouse","1,243.19",Apple,,,,,,,,,8 GB,,,"13.3"""
"Apple 512GB SSD 13.3"" MacBook Pro with Touch Bar (Silver) (Spanish Keyboard) + Turquoise Deflector Case + 2 Port USB 3.0 Hub/ SD Reader + White Wired Earbuds + Fibercloth Bundle","2,058.99",Apple,,,,,,,,,8 GB,,,"13.3"""
